id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
791915684124104842,Elegant 2 Room Apartment in the center (Netflix),482234417,František,,Praha 2,50.077973089090804,14.432398080825806,Entire home/apt,1534,1,145,2025-03-10,5.40,2,175,70,
791954472920881170,Vybavený byt u centra,488367635,Iveta,,Praha 5,50.073121,14.3924939,Entire home/apt,1900,2,43,2025-01-03,1.60,1,318,25,
792088300810185376,Klidný a útulný byt,253676855,Jan,,Praha 7,50.1066973,14.455057,Entire home/apt,1386,2,67,2025-01-02,2.63,1,8,29,
792161578274517428,Newly refurbished central 91 m²,426921671,Tomas,,Praha 8,50.09333,14.44312,Entire home/apt,829,1,110,2025-02-21,4.13,3,109,36,
792597734900094892,"Cassiopeia-town 10' walk, Parking free, AC, views!",292296048,Alex,,Praha 5,50.06098124493205,14.412052168261722,Entire home/apt,2790,2,47,2025-02-16,4.01,18,156,47,
792662182241132753,Lovely Apartment in Centre Prague 1,310835509,Alexander Maddock,,Praha 1,50.07961767843885,14.429129954731957,Entire home/apt,,1,0,,,18,364,0,
792672716628401055,2BD apartment in Vinohrady,138569313,Lubor,,Praha 2,50.07529031670789,14.438349514752156,Entire home/apt,1915,1,36,2025-01-19,1.34,4,303,16,
792818135882905828,Old Town Square 43 Apartment,473130012,Daniel,,Praha 1,50.0877232,14.4245754,Entire home/apt,1985,1,160,2025-03-09,5.96,4,83,68,
793177815170374881,Cozy city centre studio Balcony,227945,Alex And Kate,,Praha 1,50.07794,14.42264,Entire home/apt,1478,1,140,2025-03-06,5.28,101,58,51,
793360696237555314,Příjemný pokoj s  koupelnou,491665574,Jana,,Praha 6,50.0786359,14.3232179,Private room,655,3,27,2025-01-26,1.02,6,297,16,
793920972246086115,"Anděl design duplex, AC, garage",359195318,Markéta,,Praha 5,50.07073,14.40513,Entire home/apt,3150,3,0,,,2,110,0,
794874641755169690,Free Parking • City Center • Old Town • Balcony,319576711,Dan,,Praha 7,50.103308,14.4541482,Entire home/apt,1920,1,189,2025-03-01,7.09,2,328,75,
796264603081264860,Flatshare room with high ceiling,380471389,Jakub,,Praha 10,50.06632969198009,14.460917468848367,Private room,,30,0,,,65,13,0,
796274322363344349,Hotel Apartment in square praha 2,439074505,Travelnest,,Praha 2,50.07371401328001,14.438758453036915,Entire home/apt,13331,1,2,2024-07-14,0.21,11,362,2,
801473192173619402,Big Room In The City Center,495379719,Unique Location,,Praha 1,50.09033,14.41668,Private room,634,200,0,,,2,365,0,
803344156452820294,Villa Apus. Prague 1.,348159944,A.Group,,Praha 1,50.078529956880814,14.428144026809674,Entire home/apt,1900,3,78,2025-01-06,3.09,4,37,37,
804234575852801308,Apartmán květinová zahrada,496016222,Milan,,Vinoř,50.14756819999999,14.5719276,Entire home/apt,2998,2,11,2024-08-12,0.44,1,174,5,
804325575035162354,Lovely room city center [AN21B],496043191,Ilya,,Praha 2,50.07588594766342,14.430421359020011,Private room,839,1,225,2025-02-23,8.57,7,30,94,
804424374027527989,Útulný byt u metra,27299146,Lucie,,Praha 9,50.11837,14.49672,Entire home/apt,1007,100,2,2023-02-09,0.08,1,364,0,
804868112639436513,Quiet flat conveniently located!,312562690,Mark,,Praha 8,50.091952,14.4493607,Entire home/apt,1504,2,95,2025-03-01,3.89,1,174,49,
807325496617631604,Room near Charles Bridge,5399707,Floris-Jan,,Praha 1,50.0875554,14.4057652,Private room,,2,28,2024-10-22,1.08,1,0,12,
807643511300021229,Designer flat in heart of Prague,34451642,Vera,,Praha 2,50.07048918237119,14.443235058909695,Entire home/apt,2880,3,13,2024-10-20,0.55,1,205,10,
807792305971943887,Cozy Studio near the City Center,482010660,Vladislav,,Praha 3,50.082481157668,14.446788467466831,Entire home/apt,1374,1,168,2025-02-28,6.44,8,149,92,
807868166130166405,5 Bob's Apartments: 2 bedrooms + dining room,16156940,Hang,,Praha 10,50.06909986295422,14.455574400524917,Entire home/apt,1800,1,60,2024-12-30,2.33,5,223,28,
808396140814654096,Private Hostel Casino Royal,390617686,Jana,,Praha 5,50.06787088272678,14.386355900897346,Entire home/apt,1469,1,42,2025-02-19,1.67,5,225,12,
808414272796508020,Bright apartment in the center of Prague,126733102,Michaela,,Praha 2,50.06903165011623,14.415651631124872,Entire home/apt,1024,3,142,2025-03-09,5.53,1,66,68,
808794318659344509,Modern flat in Central Prague (No service fee),486424063,Pavel,,Praha 7,50.10244879531899,14.443577468833595,Entire home/apt,2090,2,70,2025-03-01,2.88,2,118,27,
809145220120715074,King´s Road Apartment- Old Town,838198,Michael,,Praha 1,50.0859477,14.4181592,Entire home/apt,1676,4,52,2025-03-12,2.25,47,215,25,
809186473058601959,Contemporary 3 bedroom flat near Prague Castle,78765288,EasyBNB Premium,,Praha 5,50.0802047,14.4052179,Entire home/apt,4422,2,4,2025-02-22,0.16,48,126,2,
809845516145935165,Free parking - City center,495225411,Tran,,Praha 7,50.103308,14.4541482,Entire home/apt,2800,2,19,2025-02-16,0.76,1,337,9,
809935890094494607,The Views,31263447,Kristine,,Praha 1,50.085939,14.4165027,Entire home/apt,3404,1,5,2024-11-30,0.23,17,240,2,
810276180793433878,Tichý pokoj s vlastní koupelnou,491665574,Jana,,Praha 6,50.07939363653442,14.32383127102112,Private room,570,3,26,2024-12-31,1.20,6,137,17,
810728004735080236,Cute & Cozy 1BD Apartment,60102945,Thanh Thao,,Praha 3,50.08226759696243,14.449002362609766,Entire home/apt,1015,2,10,2024-09-12,0.40,4,18,2,
810732395602521065,Comfy & Spacious  1BD Apartment,60102945,Thanh Thao,,Praha 3,50.08315012517374,14.446921756695005,Entire home/apt,1107,2,17,2024-07-30,0.71,4,9,12,
810756456132075154,Quaint Element Apart in Center,48253119,Daniel,,Praha 1,50.07859,14.41806,Entire home/apt,1285,1,130,2025-03-06,5.28,49,338,53,
810830556446417255,Cosy place in the city centre,102257435,Petr Karel,,Praha 1,50.08035767389323,14.422041736543179,Entire home/apt,2340,3,76,2025-01-06,3.13,1,106,39,
810935475369528552,Great for Groups Huge 2BDR/2Bath/2Wc Apt,10135975,Umur,,Praha 1,50.07944,14.4284051,Entire home/apt,5352,3,25,2025-01-02,1.26,15,105,22,
811561281976029348,Easy apartment in city center!,129025631,Alex,,Praha 3,50.08484,14.44818,Entire home/apt,1786,2,50,2024-10-05,2.02,6,114,26,
811569819632230167,Flat for two near the river.,191245865,Markéta,,Praha 4,50.05164,14.41755,Entire home/apt,1083,2,49,2025-02-22,3.95,1,114,48,
811645369867619067,Launchpad for Adventure | Walk to Metro B,13421849,Andrew,,Praha 5,50.0677002,14.4014657,Entire home/apt,726,4,15,2025-01-01,0.63,1,152,3,
812097629374961916,Dlouha Chic 3-Bedrooms (Prague Old Town),9345552,Romana,,Praha 1,50.09084499999999,14.4268735,Entire home/apt,3237,1,71,2025-03-07,2.87,44,309,38,
812205434835657283,Folimanka Apartment V.,179754487,Marcel,,Praha 2,50.0658576,14.4317269,Entire home/apt,,1,1,2024-01-02,0.07,49,0,0,
812452253526215278,Minimalistic flat in Prosek,141334237,Adrian,,Praha 9,50.11848442915222,14.496639658779658,Entire home/apt,999,5,4,2024-07-24,0.17,1,74,2,
812521255205968289,New 2BR Apartment in Karlin (87 m2),695345,Kristina,,Praha 8,50.09017559999999,14.4475814,Entire home/apt,2259,20,15,2025-01-04,0.69,2,281,6,
812826541034232929,Charles Bridge Inn Double Room with terrace access,498025727,Jakov,,Praha 1,50.08745,14.40474,Private room,1895,1,9,2024-10-26,0.35,4,49,7,
812846240089558712,Charles Bridge Inn - Triple Room City View,498025727,Jakov,,Praha 1,50.08747,14.40475,Private room,2147,1,1,2024-05-16,0.10,4,28,1,
812862964910506748,Charles Bridge Inn - Triple Room Courtyard view,498025727,Jakov,,Praha 1,50.08747,14.40473,Entire home/apt,2221,1,7,2024-10-13,0.68,4,70,7,
813206695847611063,Luxury Riverside Apartment With Unique Terrace,177398802,Krste,,Praha 5,50.07345600000001,14.4091322,Entire home/apt,1693,1,95,2025-02-19,3.87,41,323,54,
813654416245276122,3BDR! Large Family Residence with private SAUNA!,465416502,Tereza,,Praha 8,50.0935291,14.456296,Entire home/apt,1601,2,52,2025-02-16,2.11,3,55,22,
813815198011282228,Brand New Historical Home Next To  Old Town Square,14151926,Christoffer,,Praha 1,50.08767,14.42561,Entire home/apt,2660,3,141,2025-03-13,5.60,2,201,73,
814375276863068979,River Park Apartments,243307976,Оксана,,Praha 1,50.09272056726013,14.431542456150055,Entire home/apt,2164,4,105,2025-01-04,4.59,3,66,51,
815120619213173933,"Artists Home, 3 Bedrooms, Big park + Free Parking",107445876,Zarina,,Praha 6,50.10369,14.41013,Entire home/apt,3577,2,22,2025-01-03,0.89,1,50,15,
816343917252847479,Stylish Loft in the Center of Prague,189698716,Dana,,Praha 1,50.07823183054595,14.425452057386526,Entire home/apt,1439,3,74,2025-03-02,2.97,2,163,43,
816343978132198027,"Central, just below Vysehrad",19670227,Martin,,Praha 4,50.05856,14.42534,Entire home/apt,1080,2,104,2025-02-16,4.10,1,315,47,
816478640335765019,Best private room Prague Karlin~,176950810,Build Your Best,,Praha 8,50.09039869999999,14.451141,Private room,1995,1,21,2024-10-06,0.89,1,319,4,
816550236727102570,"28 m² cozy studio, 12 min downtown by tram",296479725,Vaclav,,Praha 4,50.0558116,14.4511377,Entire home/apt,1070,2,97,2025-01-07,3.80,9,64,37,
816612625093899210,BUS station! NEW Designer Pearl/Old Town 10 min!,498882152,Finnem,,Praha 8,50.09248,14.44377,Entire home/apt,936,2,71,2025-02-24,2.80,2,160,33,
816689274578332226,Quiet&Cosy place,491393565,Daniel And Ivanka,,Praha 7,50.10096036913085,14.43050845925091,Entire home/apt,811,2,105,2025-02-21,4.20,1,314,53,
817219717112685802,Spacious king size bedroom near centre,173582534,Linh,,Praha 3,50.08939876806214,14.492053010925526,Private room,,1,8,2024-06-16,0.45,1,0,1,
817232628737835242,Apartment 51 near Florenc Prague by Michal&Friends,52431987,Michal & Friends,,Praha 8,50.09242,14.43974,Entire home/apt,2632,1,84,2025-03-03,3.67,81,331,42,
817304319489057952,Romatic apartment with terrace - TA,4130866,Luigino,,Praha 7,50.1026327141962,14.444632610016672,Entire home/apt,981,3,90,2025-02-01,3.93,9,83,51,
817450683518830582,Elevated Chill-Out Zone - Trendy Karlín - Netflix,92781139,Prague Days,,Praha 8,50.09302,14.45932,Entire home/apt,,1,20,2025-01-06,0.83,41,0,12,
817490506247701352,The Dante Villa Apartment 3 - 2 Bedrooms,114360966,Dominik,,Praha 13,50.03821,14.33471,Entire home/apt,2241,2,15,2025-01-19,0.64,8,135,9,
817566759878096259,"Traditional, Authentic& Very Quiet Home in Centre!",465416502,Tereza,,Praha 2,50.07210921397798,14.426919930877247,Entire home/apt,1163,2,86,2025-03-02,3.44,3,112,41,
817589787984512635,NEW!Boho Airbnb - Modern home in hip&central area!,499115423,Adriana A David,,Praha 3,50.075406160461576,14.451639799695545,Entire home/apt,1104,2,67,2025-01-25,2.66,4,152,28,
817611843582013012,Modern & Comfy home in central Prague! NEW,499115423,Adriana A David,,Praha 10,50.075040340574425,14.45270137987176,Entire home/apt,1104,2,58,2025-01-04,2.27,4,157,19,
817618395791205825,Lovely home  for 4! Central & NEW!,499115423,Adriana A David,,Praha 10,50.0744686256104,14.450812536725753,Entire home/apt,1104,2,71,2025-02-28,2.82,4,147,30,
817992756776360413,Spacious Vsehrdova 6 id: (04),9550037,Anton & Vika,,Praha 1,50.08176,14.40709,Entire home/apt,2267,1,91,2025-03-09,3.63,41,256,44,
818032699151281806,Stylish IP Pavlova Studio: id (77),110579688,Alex,,Praha 2,50.0729698,14.4309279,Entire home/apt,1460,1,61,2025-03-04,2.41,10,247,10,
818052317694558928,Studio near IP Pavlova :id(76),110579688,Alex,,Praha 2,50.0729698,14.4309279,Entire home/apt,1460,1,110,2025-03-12,4.34,10,257,59,
818067238598026148,Bright Old Town Prague apartment,87683064,Jakub,,Praha 1,50.08531,14.41978,Entire home/apt,1161,2,88,2025-02-26,3.46,16,157,40,
818195966798630659,"Apartment Holesovice, garden, garage",45504366,Michal,,Praha 7,50.10518137968981,14.443696551024914,Entire home/apt,2104,2,11,2024-08-04,0.47,6,143,4,
818622589087191492,"5BR+2Bath Old Town Industrial Penthouse, A/C",103146185,Michal&Michael,,Praha 1,50.08647955953016,14.431893569819726,Entire home/apt,7431,2,143,2025-03-09,5.78,43,282,66,
818629104703051658,Furnished room in shared apartment,380471389,Jakub,,Praha 2,50.07295,14.42944,Private room,715,30,1,2023-08-05,0.05,65,40,0,
818689029206791125,Elegant 2 Bedroom City Center Apartment,33599224,R.Aşkın,,Praha 1,50.079271520033394,14.425362261376952,Entire home/apt,1986,2,193,2025-03-13,7.50,18,181,90,
818700876362832595,"5BR+2Bath Old Town Loft Luxe Brickhouse, A/C",103146185,Michal&Michael,,Praha 1,50.08648143932994,14.431895426703068,Entire home/apt,9836,2,144,2025-03-14,6.66,43,169,77,
818927955325339430,Studio by the river,103364529,Lukas,,Praha 2,50.07053514872379,14.416654462592245,Entire home/apt,1129,2,112,2025-03-04,4.40,1,108,56,
820061926446166546,Apartment with terrace in Prague,27347034,Katerina,,Praha 8,50.103935904142155,14.477142678983284,Entire home/apt,,7,7,2024-07-18,0.28,1,0,2,
820861163981425930,"2BDR,Modern&Hip&Quiet! Residential AREA! NEW!",497585088,Finnem And Friends,,Praha 9,50.12772894302612,14.495666605683239,Entire home/apt,1480,2,41,2025-02-18,1.61,20,138,11,
820987376547307927,Amazing apartment that you will love. Netflix.,113003556,Jan,,Praha 1,50.09032743607441,14.436004841963719,Entire home/apt,1489,3,135,2025-03-09,5.61,5,64,65,
821514187348438684,TurnKey I Studio by Grebovka Park,472167664,Zdeněk,,Praha 2,50.069816732885556,14.444856571335915,Entire home/apt,2281,3,98,2024-12-22,3.83,32,0,35,
821613664724571411,Designer&Comfy home in Residential area!,497585088,Finnem And Friends,,Praha 10,50.06587107793149,14.496622549613296,Entire home/apt,1126,2,62,2025-02-26,2.44,20,162,26,
821714593879068927,Charles Bridge 2BDR Apt (Kroc),5463516,Zuzana & Seven Keys Team,,Praha 1,50.08226007647984,14.414514838623038,Entire home/apt,2419,1,136,2025-03-09,5.54,74,127,68,
822256568665877589,Jednolůžkový pokoj,500130027,Jan,,Praha 3,50.085998,14.4509094,Private room,,1,0,,,5,0,0,
822267392746916624,Dvoulůžkový pokoj,500130027,Jan,,Praha 3,50.085998,14.4509094,Private room,,1,1,2023-04-09,0.04,5,0,0,
822272172857208607,Studio One City Centre - Theatre 9 Apartments,500129023,Theatre Apartments,,Praha 2,50.07896405051685,14.421068840940464,Private room,1387,1,17,2025-02-24,6.37,1,365,17,
822276883283050158,Trojlůžkový pokoj,500130027,Jan,,Praha 3,50.08620747899977,14.451877515722467,Private room,,1,0,,,5,0,0,
822280744316980737,Trojlůžkový rodinný p.-2 ložnice,500130027,Jan,,Praha 3,50.086547160733794,14.45204416241172,Private room,,1,0,,,5,0,0,
822283288777049728,Čtyřlůžkový rodinný p.-2 ložnice,500130027,Jan,,Praha 3,50.08665,14.4501,Private room,,1,0,,,5,0,0,
822300841382379188,Modern Design Villa 2 apartments whirlpool&garden,461865695,Heinrich,,Praha 13,50.056308709711274,14.310689854425862,Entire home/apt,6252,1,46,2025-03-14,2.32,9,146,28,
822321559328731038,Amazing cooking area new apartment in modern villa,461865695,Heinrich,,Praha 13,50.05689414039046,14.311191457504192,Entire home/apt,4224,1,38,2025-03-11,1.52,9,79,14,
822341434859728710,Wow wow room 6,499983513,Pan,,Praha 2,50.07508967978593,14.429397864076945,Private room,1094,2,0,,,5,236,0,
822355312730607297,Wow wow room 5,499983513,Pan,,Praha 2,50.07603,14.42742,Private room,1288,2,1,2023-08-20,0.05,5,192,0,
822548569279207724,Pure Luxury Suite Friendly Calm Residence Prague,3529680,Ondřej,,Praha 10,50.07471296868671,14.45459121831933,Entire home/apt,1171,2,64,2025-03-07,2.54,19,125,35,
823009135831593185,Apartmán v centru Prahy,52695981,Marek,,Praha 2,50.07369,14.43275,Entire home/apt,1940,5,33,2025-01-02,1.41,1,212,21,
823061897069751658,Relaxing & Comfy APT in Historical Downtown Area,82459266,Zeb,,Praha 2,50.07721,14.41728,Entire home/apt,1404,2,83,2025-02-23,3.38,34,186,37,
823067451602780213,Cozy & Quiet Apartment - Amazing Central Location,82459266,Zeb,,Praha 2,50.0773,14.41713,Entire home/apt,1356,2,86,2025-02-26,3.68,34,187,38,
823236035788712255,Cozy and spacious apartment close to the center,41723939,Pavlína,,Praha 7,50.10341230361632,14.453473730951236,Entire home/apt,,3,15,2024-12-30,0.64,3,0,3,
823946962031950130,Standard Suite for Two Guests,500491348,Michael,,Praha 8,50.09097577575566,14.441370787696828,Entire home/apt,2479,1,1,2024-07-31,0.13,6,334,1,
824368721446584910,Bright and Spacious Old Town Apartment,33599224,R.Aşkın,,Praha 1,50.09066379999999,14.4212526,Entire home/apt,1854,2,177,2025-03-15,7.01,18,222,82,
824368861624716812,Peaceful Old Town Apartment,33599224,R.Aşkın,,Praha 1,50.09066379999999,14.4212526,Entire home/apt,1576,2,193,2025-03-09,7.58,18,154,93,
824395757137112495,Suite for Two Guests with Balcony,500491348,Michael,,Praha 8,50.09104816711119,14.441285450262468,Entire home/apt,2892,1,0,,,6,345,0,
796306466585465402,Prague apartment,494095341,Albert,,Praha 2,50.0683,14.43521,Entire home/apt,,3,1,2023-03-12,0.04,1,0,0,
797592058981030547,Retro Villa (28 Person) Billiard/Whirlpools/Sauna,390617686,Jana,,Praha 5,50.067636851981675,14.384325617410955,Entire home/apt,16888,2,25,2025-03-14,1.15,5,272,20,
797687278965734980,cozy apartment,333697549,Yelyzaveta,,Praha 1,50.09146256775376,14.431764992515655,Entire home/apt,4193,30,1,2023-05-17,0.04,2,365,0,
799792814735749761,"DE LUXE Apartment, WIFI, TV 65""",327068839,Evi,,Praha 5,50.0584645,14.378169,Entire home/apt,1628,2,61,2024-10-10,2.35,1,311,7,
799854263246019153,KH’s Brand New Spacious Studio,295139985,Kristýna,,Praha 8,50.091739945493664,14.442510008811949,Entire home/apt,1100,2,111,2025-03-03,4.42,1,316,57,
799888559906831702,Bright New Studio • 15 min for the city center,345454847,Viktor,,Praha 9,50.1037347,14.4888073,Entire home/apt,1671,4,30,2025-03-08,1.19,6,336,20,
800491501756900136,Quiet&Nice Apt next to Wencelsas square - VS,166199039,Daniela,,Praha 1,50.07886378684215,14.42865940692751,Entire home/apt,2251,1,51,2025-03-09,2.06,17,104,27,
800862929659957038,"Perfect location! Business class, NEW",495232520,James,,Praha 2,50.07702,14.43128,Entire home/apt,,2,0,,,1,0,0,
829581924085449452,Cozy design style at Prague Main Station 1,445838879,Quang Tung,,Praha 1,50.0858551,14.436173,Entire home/apt,1233,1,7,2025-02-13,0.30,20,196,5,
829618169147902632,2 terraces apartment Vinohradska,317152011,Ivana,,Praha 3,50.0778687,14.4577823,Entire home/apt,1848,3,44,2025-01-02,1.85,1,227,17,
830287257400221208,Luxurios Apartment in the old City Center - TOP!,38519253,"AressCorp,",,Praha 1,50.078955,14.424511,Entire home/apt,1391,1,203,2025-03-10,8.32,2,234,101,
830327509809348768,Apartmán Meteora pro 4,3455951,Casa Italia Prague,,Praha 8,50.092051247723916,14.450263222444567,Entire home/apt,2023,1,136,2025-02-28,5.71,11,288,52,
830339311755058026,Old Town Square Studio,149830375,Yury,,Praha 1,50.0913366,14.4312975,Entire home/apt,1519,2,81,2025-03-16,8.05,2,169,81,
831012391495344356,Luxury 3 Bedroom Apartment in historical centre,60747098,Ivana,,Praha 1,50.0876636,14.402692,Entire home/apt,5466,1,16,2025-03-13,0.70,9,175,7,
831212890950644667,Bohemian Attic Duplex in The Old Town,33599224,R.Aşkın,,Praha 1,50.09062003500368,14.421214473016377,Entire home/apt,,2,183,2025-03-06,7.28,18,126,87,
831692035585065731,City Center Retreat: 2-Bedroom Flat in Nove Mesto!,502103451,Tatiana,,Praha 2,50.076378,14.424178,Entire home/apt,1126,3,83,2025-03-04,3.67,5,38,51,
832307373730184810,Palace Petrarca new spacious apartment downtown,411836977,Palace,,Praha 1,50.0773508,14.4289383,Entire home/apt,2286,1,62,2024-06-23,2.48,20,175,7,
832559206017182558,Vibrant City Stay! BUS TRAIN st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,1017,2,50,2025-02-21,2.04,20,137,18,
832562437964410246,Prime Location -BUS TRAIN st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,889,2,77,2025-02-25,3.30,20,129,33,
832564342370208219,City Escape - BUS TRAIN st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,874,2,58,2025-03-01,2.41,20,111,30,
832567015425420041,Downtown Delight/Bus&Train st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,950,2,40,2024-12-27,1.64,20,158,19,
832568280731337227,City Oasis: Bus&Train st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,859,2,64,2024-12-15,2.63,20,139,30,
832570089459310340,Central Serenity - Bus&Train st Central&Chic&Cozy!,497585088,Finnem And Friends,,Praha 8,50.09071059999999,14.4408592,Entire home/apt,934,2,44,2025-01-10,1.78,20,119,21,
832620478050159749,"Prague 1, Old Town, TOP location",502320971,Jiří And Olga,,Praha 1,50.091170613391775,14.423426442634987,Entire home/apt,1857,2,119,2025-02-23,4.80,1,206,57,
833357856598479336,Cute Apartment in the City,502484237,Studio,,Praha 2,50.077370564194226,14.44232671363607,Entire home/apt,8280,1,0,,,1,90,0,
833846061143634841,10minOldTown!Tranquil Retreat in residential AREA!,497585088,Finnem And Friends,,Praha 3,50.0809057,14.4594782,Entire home/apt,1090,2,50,2025-02-28,2.11,20,159,21,
833870094422449340,Buzzing Hub for City Explorers! Central District!,497585088,Finnem And Friends,,Praha 2,50.0730941,14.4315985,Entire home/apt,1067,2,51,2025-03-02,2.09,20,161,28,
833871670297807643,Stylish 2BDRCondo in the Center of the Action!WOW!,497585088,Finnem And Friends,,Praha 2,50.07244,14.43268,Entire home/apt,1479,2,29,2025-02-25,1.32,20,134,22,
833873212550233106,2BDR Urban Chic Retreat in the Heart of Downtown!,497585088,Finnem And Friends,,Praha 2,50.07426,14.43041,Entire home/apt,1211,2,54,2025-02-16,2.33,20,110,26,
833874886204301523,Prague Castle 10 min! Peaceful Oasis near Airport,497585088,Finnem And Friends,,Praha 6,50.10130299999999,14.3908999,Entire home/apt,919,2,44,2025-02-23,1.79,20,147,18,
833876005649545687,Prague Castle 10 min! Bohemian Stay near Airport,497585088,Finnem And Friends,,Praha 6,50.10051195482357,14.390132202377854,Entire home/apt,1234,2,39,2024-09-13,1.62,20,137,12,
833882582749198878,Cosmopolitan Getaway in a Trendy District!Central!,497585088,Finnem And Friends,,Praha 2,50.0686474,14.4344076,Entire home/apt,933,2,53,2025-02-09,2.22,20,157,22,
833884541773944888,Downtown Family Delight in a Lively Neighbourhood!,497585088,Finnem And Friends,,Praha 2,50.0686474,14.4344076,Entire home/apt,1055,2,21,2025-02-18,0.86,20,118,4,
833904722292841451,Oasis in a Residential Neighborhood!FarmersMarket!,497585088,Finnem And Friends,,Praha 3,50.0760182,14.4560899,Entire home/apt,878,2,43,2025-02-15,1.79,20,162,22,
833905850235055255,Getaway in a Peaceful Neighborhood! FarmersMarket!,497585088,Finnem And Friends,,Praha 3,50.0760182,14.4560899,Entire home/apt,968,2,42,2025-02-23,1.72,20,146,15,
834578801660845908,Apartment naproti hotelu Marriott,502012563,Jana,,Praha 3,50.078911934299306,14.458356256458579,Entire home/apt,3834,2,60,2025-02-16,2.49,1,158,23,
835321086571158106,The Perfect Flat in Prague 2,26808324,Eric1,,Praha 2,50.07676,14.43434,Entire home/apt,2947,120,2,2024-01-19,0.11,1,227,0,
835979796272254667,Apartment for 3 people in the centre 409,2420885,Marina & Alex,,Praha 2,50.07580142948418,14.428356611566047,Entire home/apt,1252,5,24,2024-12-28,1.10,85,145,11,
835994587816571500,Pragueforyou - Modern 2 Bedroom apartment for 6,1167781,Benjamin,,Praha 3,50.0864251,14.4425353,Entire home/apt,1842,1,16,2025-01-03,0.68,44,359,9,
836004001847229065,3 persons studio near downtown,109089184,Michal,,Praha 3,50.09244839467612,14.482074304987277,Entire home/apt,1603,1,20,2024-12-23,0.82,69,317,8,
836019749885997324,pragueforyou - One bedroom apt,1167781,Benjamin,,Praha 3,50.0864251,14.4425353,Entire home/apt,1237,1,48,2025-03-03,1.95,44,362,37,
836160950329692935,Central apartment in greenery,499008157,Marika,,Praha 5,50.07341779999999,14.3817901,Entire home/apt,,60,59,2024-10-25,2.52,1,2,26,
836652622056901228,Luxury flat with acquarium,38930004,Simona,,Praha 7,50.098564,14.433404,Entire home/apt,4681,2,62,2025-02-23,2.57,3,347,30,
836762957509537293,Dům u Prokopského údolí,141974450,Nikola,,Praha 13,50.0378079,14.3499367,Entire home/apt,4750,30,2,2024-04-08,0.12,1,146,1,
836811980148159502,6 persons apartment close to downtown,109089184,Michal,,Praha 3,50.09084824959738,14.482432201953847,Entire home/apt,,1,6,2024-08-18,0.29,69,0,1,
836849306808869139,Room for couple or 2 friends.,357078567,Martin,,Praha 1,50.08273,14.42488,Private room,,1,30,2025-01-06,1.38,14,77,26,
836885732583713492,Studio in the heart of Prague,94258367,Mirek,,Praha 5,50.07027,14.41002,Entire home/apt,736,4,106,2025-03-10,4.32,3,0,58,
836917208899497569,Wow Wow Room 7,499983513,Pan,,Praha 2,50.0757072,14.4285406,Private room,1582,2,4,2025-03-09,0.17,5,213,3,
836931017326601726,Studio apartment 3 near the city center.,499983513,Pan,,Praha 2,50.07458389944645,14.427735743279058,Entire home/apt,1399,2,9,2025-03-01,0.64,5,229,8,
836939010461549360,Studio apartment 4 near the city center.,499983513,Pan,,Praha 2,50.0749,14.42793,Entire home/apt,1456,2,32,2025-03-06,1.35,5,192,18,
836942636382405334,Flat white flat close to Prague Castle,79332228,Sylvie,,Praha 6,50.08331741154484,14.374232366681099,Entire home/apt,936,1,54,2025-01-13,2.27,2,92,27,
837411883381112621,New Marty's Apartment,36964898,Martin,,Praha 3,50.08043,14.45818,Entire home/apt,954,2,53,2025-03-02,4.72,3,66,53,
837419106132045807,2BDR Urban Oasis in the Heart of a Hipster Hotspot,497585088,Finnem And Friends,,Praha 8,50.08973,14.4468141,Entire home/apt,1094,2,48,2025-02-22,2.06,20,121,22,
837421015692406269,Apartment 11 near Florenc Prague by Michal&Friends,52431987,Michal & Friends,,Praha 8,50.09232748626367,14.442092189303057,Entire home/apt,1759,1,103,2025-03-10,4.79,81,334,53,
837436896063254192,Pragueforyou - 7 pers apt in center,1167781,Benjamin,,Praha 1,50.0871492,14.4341364,Entire home/apt,1786,1,3,2024-01-01,0.12,44,309,0,
837493510146361559,Eclectic Studio In Center - A/C - Loft,3736234,Prague Days,,Praha 5,50.07854,14.4078,Entire home/apt,1277,1,46,2025-03-07,1.91,62,330,26,
837511009187775832,Muzeum Cosy Studio ID  id: (74),9550037,Anton & Vika,,Praha 2,50.07928150000001,14.4341785,Entire home/apt,1485,1,30,2025-02-28,1.25,41,244,13,
837528581799043801,Loft With Excellent View - Bedroom with Bathtub,3736234,Prague Days,,Praha 5,50.07733784928176,14.40561632202459,Entire home/apt,1745,1,40,2025-02-17,1.68,62,299,25,
